epoch,loss
0,1.2282539163208614
1,1.0623553632836353
2,0.8683837502839172
3,0.7135797729545296
4,0.5971130814074332
5,0.5142403518338002
6,0.4486659413400679
7,0.40648173714499675
8,0.3743192605680194
9,0.3452753335261212
10,0.3233980563963417
11,0.30904047621462966
12,0.2988093123847564
13,0.29162518961048356
14,0.28547874033783005
15,0.2808578149989757
16,0.27640979773199736
17,0.2724713042034644
18,0.26919177677200823
19,0.26663271192529414
20,0.2633597844635198
21,0.26057914186301645
22,0.2580933394466209
23,0.25574838835375596
24,0.252967635529707
25,0.2519780547493682
26,0.24912733292427913
27,0.24734064049918023
28,0.2458527633000103
29,0.24450553777014916
30,0.2426076855276346
31,0.2401568788617209
32,0.23911827904607155
33,0.23736839970853846
34,0.23587323323354517
35,0.23457710648825364
36,0.23317432957171635
37,0.23213000872965928
38,0.23039173841618696
39,0.22948421678945197
40,0.2271568127326199
41,0.22565299552304457
42,0.2244307577918234
43,0.22323388944757108
44,0.22209345264243244
45,0.2206405035754282
46,0.2197220912981147
47,0.21858175031325128
48,0.2169939081111216
49,0.21542131089936578
50,0.21428966791314935
51,0.21313883042942464
52,0.2123955448729326
53,0.21137382112615338
54,0.21071856858337693
55,0.20882392007866452
56,0.20777146238463212
57,0.20741341570681204
58,0.20686388551572438
59,0.20487056238696796
60,0.2040676099137835
61,0.20287007648222202
62,0.20160226363839853
63,0.2005191291715763
64,0.19938820755804162
65,0.1988044232248596
66,0.19750511977012516
67,0.19718942685125362
68,0.1966070147763194
69,0.1955575780585918
70,0.19384348041592084
71,0.19317066255740542
72,0.1926764686878655
73,0.19302425256729505
74,0.19101647068890865
75,0.19010609403762346
76,0.188959030281862
77,0.1888429795168844
78,0.18872327239577885
79,0.18769068008343567
80,0.18606229414518807
81,0.185845559600714
82,0.1845532240925465
83,0.1839907840901931
84,0.1839864789704624
85,0.18264592051885387
86,0.18120037758976293
87,0.18089576692645665
88,0.1803350218511709
89,0.17953008836522022
90,0.17859185153326537
91,0.17791080585100771
92,0.17735064898631642
93,0.17697043377867558
94,0.1757059212516202
95,0.17579266639958324
96,0.17521102546270442
97,0.17407501400607678
98,0.17315939569055985
99,0.17245057061634655
100,0.17212073212117548
101,0.17165356972858653
102,0.17107282697490594
103,0.17042815085432314
104,0.17000263328341708
105,0.16942605545763564
106,0.1687464872664085
107,0.1679395476004958
108,0.1679227702799731
109,0.16707992994699955
110,0.16676990450756268
111,0.16610452490091893
112,0.164864001571895
113,0.16520234900945316
114,0.16411307409061926
115,0.16419926209874636
116,0.16396530098211415
117,0.16330310049138566
118,0.16231505207675928
119,0.16157782284058364
120,0.16135379632930483
121,0.16040681108132943
122,0.159488581363986
123,0.15935904834369108
124,0.1587546357770903
125,0.15803713195600866
126,0.1583027348289816
127,0.15778120511708604
128,0.15700989610729657
129,0.1567408819234646
130,0.1559093404522754
131,0.15553358300346748
132,0.1551151059407892
133,0.15445001346304385
134,0.1544396151079483
135,0.15354040284050582
136,0.15363122564321866
137,0.1524532103026397
138,0.15200486747205685
139,0.15134995561700637
140,0.15149574741638172
141,0.1507872066971036
142,0.1500950780598626
143,0.1496590865611461
144,0.14975349043178104
145,0.14945821733159875
146,0.14918346282216227
147,0.14862744563519242
148,0.14926122682570653
149,0.14798527472343537
150,0.1469141507347899
151,0.14766792049698158
152,0.146807466469877
153,0.14662322017913218
154,0.14698650808256586
155,0.14501981146769952
156,0.14421609314358605
157,0.1437170336714982
158,0.14391153197299894
159,0.14386744794858858
160,0.1432147262085973
161,0.14280547329662524
162,0.14301323823115136
163,0.14250227468726934
164,0.1420937699273928
165,0.14158903554307153
166,0.14097669097100732
167,0.14051263449252743
168,0.13994210582691805
169,0.13991915522915271
170,0.1392446810893815
171,0.13921715579956603
172,0.13967413844669632
173,0.1394287445593563
174,0.1383231466453798
175,0.13862504874702095
176,0.1379463847966638
177,0.13747710105722255
178,0.13727181757501694
179,0.13670429748585988
180,0.13720906731526625
181,0.1359532384310057
182,0.13503317047701816
183,0.1349208810401513
184,0.1350152574438089
185,0.13519538605886502
186,0.13461770939988188
187,0.13318210261723495
188,0.13329509073718732
189,0.1331902910957473
190,0.13336450225460975
191,0.1334670790980141
192,0.1332342003012045
193,0.1322847407729074
194,0.13222138269514722
195,0.1316157861085951
196,0.13168654012936112
197,0.13144044855471726
198,0.13154812563764925
199,0.13154406171046085
